"district","neighborhood","year","hea_fac_health","hea_fac_welfare","hea_good","hea_impairment","hea_psych","hea_control","hea_smoke","hea_overweight","hea_lonely"
"F Nieuw-West","Nieuwe Meer",2017,0,0,76,12,8,10,29,47,13
"F Nieuw-West","Nieuwe Meer",2018,6,3,79,15,10,12,31,51,15
"F Nieuw-West","Nieuwe Meer",2019,0,0,75,11,8,10,29,46,13
"F Nieuw-West","Nieuwe Meer",2020,0,0,75,11,8,9,28,46,12
"F Nieuw-West","Noordoever Sloterplas",2015,14,9,72,16,10,11,27,45,13
"F Nieuw-West","Noordoever Sloterplas",2016,16,10,73,17,10,12,28,46,14
"F Nieuw-West","Noordoever Sloterplas",2017,19,11,75,18,11,13,29,48,15
"F Nieuw-West","Noordoever Sloterplas",2018,16,10,73,17,10,12,28,46,14
"F Nieuw-West","Noordoever Sloterplas",2019,14,9,72,16,10,11,27,45,13
"F Nieuw-West","Noordoever Sloterplas",2020,15,10,72,17,10,12,28,45,14
"F Nieuw-West","Oostoever Sloterplas",2015,3,1,71,15,5,9,18,43,8
"F Nieuw-West","Oostoever Sloterplas",2016,7,3,74,17,6,10,20,46,10
"F Nieuw-West","Oostoever Sloterplas",2017,2,1,71,15,5,9,18,43,8
"F Nieuw-West","Oostoever Sloterplas",2018,4,2,72,15,5,9,19,44,9
"F Nieuw-West","Oostoever Sloterplas",2019,7,3,74,17,6,10,20,46,10
"F Nieuw-West","Oostoever Sloterplas",2020,8,3,74,17,6,10,20,46,10
"F Nieuw-West","Osdorp Midden Noord",2015,4,9,58,31,15,19,26,55,19
"F Nieuw-West","Osdorp Midden Noord",2016,4,9,58,31,15,19,26,55,19
"F Nieuw-West","Osdorp Midden Noord",2017,0,7,56,29,14,18,24,53,18
"F Nieuw-West","Osdorp Midden Noord",2018,3,8,57,30,15,19,25,54,19
"F Nieuw-West","Osdorp Midden Noord",2019,3,8,57,30,15,19,26,54,19
"F Nieuw-West","Osdorp Midden Noord",2020,5,9,58,31,15,19,26,55,19
"F Nieuw-West","Osdorp Midden Zuid",2015,6,9,64,23,13,16,27,52,17
"F Nieuw-West","Osdorp Midden Zuid",2016,7,10,65,24,13,16,28,53,17
"F Nieuw-West","Osdorp Midden Zuid",2017,11,12,67,26,14,17,30,56,18
"F Nieuw-West","Osdorp Midden Zuid",2018,3,8,63,22,12,15,26,50,16
"F Nieuw-West","Osdorp Midden Zuid",2019,0,6,60,20,11,14,25,48,14
"F Nieuw-West","Osdorp Midden Zuid",2020,3,8,63,22,12,15,26,50,16
"F Nieuw-West","Osdorp Zuidoost",2015,29,9,69,18,9,12,26,44,13
"F Nieuw-West","Osdorp Zuidoost",2016,31,10,70,19,9,13,27,45,14
"F Nieuw-West","Osdorp Zuidoost",2017,28,9,68,18,8,12,26,43,13
"F Nieuw-West","Osdorp Zuidoost",2018,27,8,68,17,8,12,25,42,13
"F Nieuw-West","Osdorp Zuidoost",2019,30,9,69,18,9,13,26,44,14
"F Nieuw-West","Osdorp Zuidoost",2020,36,12,73,22,10,15,29,48,16
"F Nieuw-West","Osdorper Binnenpolder",2015,4,1,82,16,5,9,14,47,11
"F Nieuw-West","Osdorper Binnenpolder",2016,1,0,80,14,4,8,13,45,10
"F Nieuw-West","Osdorper Binnenpolder",2017,1,0,80,14,4,8,13,45,10
"F Nieuw-West","Osdorper Binnenpolder",2018,2,0,80,14,4,8,13,45,10
"F Nieuw-West","Osdorper Binnenpolder",2019,0,0,79,13,4,8,12,44,10
"F Nieuw-West","Osdorper Binnenpolder",2020,0,0,77,11,3,6,11,41,8
"F Nieuw-West","Osdorper Bovenpolder",2015,6,4,78,14,6,11,22,50,10
"F Nieuw-West","Osdorper Bovenpolder",2016,4,3,77,13,6,10,21,49,9
"F Nieuw-West","Osdorper Bovenpolder",2017,0,1,74,11,5,9,19,46,7
"F Nieuw-West","Osdorper Bovenpolder",2018,4,3,77,13,6,10,21,49,9
"F Nieuw-West","Osdorper Bovenpolder",2019,2,2,76,12,6,9,20,48,8
"F Nieuw-West","Osdorper Bovenpolder",2020,3,2,76,12,6,10,20,48,9
"F Nieuw-West","Osdorpplein e.o.",2015,13,2,68,21,11,14,27,49,15
"F Nieuw-West","Osdorpplein e.o.",2016,13,2,68,21,11,14,27,49,15
"F Nieuw-West","Osdorpplein e.o.",2017,15,3,69,22,12,15,28,50,16
"F Nieuw-West","Osdorpplein e.o.",2018,11,1,67,20,11,13,26,48,14
"F Nieuw-West","Osdorpplein e.o.",2019,9,0,65,19,10,13,25,46,13
"F Nieuw-West","Osdorpplein e.o.",2020,16,4,70,23,12,15,29,51,16
"F Nieuw-West","Overtoomse Veld Noord",2015,24,14,67,23,14,15,29,49,15
"F Nieuw-West","Overtoomse Veld Noord",2016,24,14,67,23,14,15,29,49,15
"F Nieuw-West","Overtoomse Veld Noord",2017,26,15,68,24,14,16,30,50,16
"F Nieuw-West","Overtoomse Veld Noord",2018,23,14,67,23,14,15,29,49,15
"F Nieuw-West","Overtoomse Veld Noord",2019,22,13,66,22,13,14,28,48,14
"F Nieuw-West","Overtoomse Veld Noord",2020,24,14,67,23,14,15,29,49,15
"F Nieuw-West","Overtoomse Veld Zuid",2015,17,14,69,19,10,12,27,43,14
"F Nieuw-West","Overtoomse Veld Zuid",2016,19,15,70,20,11,13,28,45,15
"F Nieuw-West","Overtoomse Veld Zuid",2017,18,15,69,20,11,13,28,44,15
"F Nieuw-West","Overtoomse Veld Zuid",2018,19,15,70,20,11,13,28,45,15
"F Nieuw-West","Overtoomse Veld Zuid",2019,24,17,73,23,12,15,30,48,17
"F Nieuw-West","Overtoomse Veld Zuid",2020,16,14,68,19,10,12,27,43,14
"F Nieuw-West","Park Haagseweg",2015,0,1,82,10,4,6,17,44,8
"F Nieuw-West","Park Haagseweg",2016,1,1,82,10,4,6,17,44,8
"F Nieuw-West","Park Haagseweg",2017,6,3,85,13,5,8,19,47,10
"F Nieuw-West","Park Haagseweg",2018,0,1,81,9,4,6,17,43,8
"F Nieuw-West","Park Haagseweg",2019,0,1,82,10,4,6,17,43,8
"F Nieuw-West","Park Haagseweg",2020,0,0,81,9,4,6,16,43,8
"F Nieuw-West","Rembrandtpark Noord",2015,4,2,85,9,9,7,37,28,15
"F Nieuw-West","Rembrandtpark Noord",2016,1,0,83,7,8,6,36,26,14
"F Nieuw-West","Rembrandtpark Noord",2017,0,0,82,6,8,5,35,25,13
"F Nieuw-West","Rembrandtpark Noord",2018,6,3,86,10,9,8,38,30,16
"F Nieuw-West","Rembrandtpark Noord",2019,0,0,82,6,7,5,35,25,13
"F Nieuw-West","Rembrandtpark Noord",2020,0,0,81,5,7,5,35,24,13
"F Nieuw-West","Rembrandtpark Zuid",2015,9,2,84,9,6,7,29,32,10
"F Nieuw-West","Rembrandtpark Zuid",2016,9,2,84,9,6,7,29,32,10
"F Nieuw-West","Rembrandtpark Zuid",2017,8,2,83,9,6,7,29,31,10
"F Nieuw-West","Rembrandtpark Zuid",2018,7,1,83,8,5,6,28,31,9
"F Nieuw-West","Rembrandtpark Zuid",2019,8,2,84,9,6,7,29,32,10
"F Nieuw-West","Rembrandtpark Zuid",2020,12,3,86,11,7,8,30,34,11
"F Nieuw-West","Riekerhaven",2015,5,2,84,9,14,11,37,21,27
"F Nieuw-West","Riekerhaven",2016,4,2,84,9,14,11,37,21,27
"F Nieuw-West","Riekerhaven",2017,7,4,86,11,15,12,39,23,28
"F Nieuw-West","Riekerhaven",2018,6,3,85,10,15,12,38,22,28
"F Nieuw-West","Riekerhaven",2019,0,0,79,5,12,8,33,15,24
"F Nieuw-West","Riekerhaven",2020,6,3,85,10,15,12,38,23,28
"F Nieuw-West","Riekerpolder",2015,9,3,84,15,11,14,35,44,26
"F Nieuw-West","Riekerpolder",2016,3,0,80,12,9,12,32,40,24
"F Nieuw-West","Riekerpolder",2017,4,1,81,13,9,12,33,41,25
"F Nieuw-West","Riekerpolder",2018,2,0,79,11,9,12,32,39,24
"F Nieuw-West","Riekerpolder",2019,0,0,78,10,8,11,30,37,23
"F Nieuw-West","Riekerpolder",2020,2,0,79,12,9,12,32,39,24
"F Nieuw-West","Schipluidenbuurt",2015,1,0,90,2,3,2,39,30,7
"F Nieuw-West","Schipluidenbuurt",2016,3,0,91,3,4,3,40,31,8
"F Nieuw-West","Schipluidenbuurt",2017,6,1,93,4,5,4,41,33,9
"F Nieuw-West","Schipluidenbuurt",2018,0,0,89,1,3,2,39,29,7
"F Nieuw-West","Schipluidenbuurt",2019,5,1,92,4,4,4,41,32,9
"F Nieuw-West","Schipluidenbuurt",2020,0,0,89,1,3,2,39,29,7
"F Nieuw-West","Sloterdijk II",2015,5,1,75,18,9,13,42,57,21
"F Nieuw-West","Sloterdijk II",2016,2,0,73,16,8,12,41,55,20
"F Nieuw-West","Sloterdijk II",2017,6,2,76,18,9,13,43,58,22
"F Nieuw-West","Sloterdijk II",2018,0,0,71,14,7,11,40,53,19
"F Nieuw-West","Sloterdijk II",2019,3,0,74,16,8,12,41,56,20
"F Nieuw-West","Sloterdijk II",2020,0,0,71,14,7,11,40,53,19
"F Nieuw-West","Sloterdijk III West",2015,8,5,84,11,13,13,39,41,20
"F Nieuw-West","Sloterdijk III West",2016,2,2,81,8,11,11,37,37,18
"F Nieuw-West","Sloterdijk III West",2017,3,2,81,8,11,11,37,38,18
"F Nieuw-West","Sloterdijk III West",2018,2,2,81,8,11,11,37,37,18
"F Nieuw-West","Sloterdijk III West",2019,1,1,80,7,11,11,36,36,18
"F Nieuw-West","Sloterdijk III West",2020,6,4,84,10,12,12,39,40,19
"F Nieuw-West","Slotermeer Zuid",2015,7,3,62,22,13,16,31,48,18
"F Nieuw-West","Slotermeer Zuid",2016,10,5,64,24,14,17,32,50,19
"F Nieuw-West","Slotermeer Zuid",2017,12,6,65,25,15,18,33,51,20
"F Nieuw-West","Slotermeer Zuid",2018,8,4,63,23,14,16,31,49,18
"F Nieuw-West","Slotermeer Zuid",2019,10,5,64,24,14,17,32,50,19
"F Nieuw-West","Slotermeer Zuid",2020,12,6,65,25,15,18,33,52,20
"F Nieuw-West","Sloterweg e.o.",2015,3,0,81,11,5,7,17,43,9
"F Nieuw-West","Sloterweg e.o.",2016,3,0,81,11,5,7,17,43,9
"F Nieuw-West","Sloterweg e.o.",2017,1,0,80,10,4,6,16,42,8
"F Nieuw-West","Sloterweg e.o.",2018,3,0,81,11,5,7,17,43,9
"F Nieuw-West","Sloterweg e.o.",2019,10,3,85,15,7,9,20,48,11
"F Nieuw-West","Sloterweg e.o.",2020,0,0,77,7,3,5,14,38,7
"F Nieuw-West","Staalmanbuurt",2015,12,11,62,26,14,17,25,50,17
"F Nieuw-West","Staalmanbuurt",2016,13,12,63,27,14,17,26,51,17
"F Nieuw-West","Staalmanbuurt",2017,14,13,64,28,14,17,27,52,18
"F Nieuw-West","Staalmanbuurt",2018,14,13,64,28,14,17,26,52,17
"F Nieuw-West","Staalmanbuurt",2019,6,9,59,23,12,15,23,46,15
"F Nieuw-West","Staalmanbuurt",2020,13,12,63,27,14,17,26,51,17
"F Nieuw-West","Teleport",2015,7,2,80,9,8,10,35,40,20
"F Nieuw-West","Teleport",2016,8,3,81,10,8,10,36,41,21
"F Nieuw-West","Teleport",2017,7,3,80,9,8,10,36,40,21
"F Nieuw-West","Teleport",2018,10,4,82,11,9,11,37,43,22
"F Nieuw-West","Teleport",2019,10,4,82,11,9,11,37,43,22
"F Nieuw-West","Teleport",2020,16,7,86,14,10,12,39,46,24
"F Nieuw-West","Wildeman",2015,6,4,56,28,13,19,26,54,18
"F Nieuw-West","Wildeman",2016,9,6,58,30,14,20,27,56,19
"F Nieuw-West","Wildeman",2017,13,8,60,32,15,21,29,59,20
"F Nieuw-West","Wildeman",2018,6,4,56,28,13,19,26,54,18
"F Nieuw-West","Wildeman",2019,11,7,59,31,15,21,28,57,20
"F Nieuw-West","Wildeman",2020,6,4,56,28,13,19,26,54,18
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2015,11,13,65,22,12,14,28,49,14
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2016,14,14,67,23,13,15,29,51,15
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2017,14,14,67,23,13,15,29,51,15
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2018,18,16,70,25,14,16,31,54,16
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2019,16,15,68,24,14,16,30,52,16
"F Nieuw-West","Zuidwestkwadrant Osdorp Noord",2020,9,11,64,20,12,13,27,47,13
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2015,25,14,75,18,11,13,31,50,15
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2016,21,12,73,16,10,12,29,47,14
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2017,21,12,73,16,10,12,29,47,14
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2018,15,9,69,13,8,10,26,43,12
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2019,24,13,75,17,11,13,30,49,15
"F Nieuw-West","Zuidwestkwadrant Osdorp Zuid",2020,14,9,69,12,8,10,26,42,12
"K Zuid","Aalsmeerwegbuurt Oost",2015,30,6,81,12,7,9,30,34,12
"K Zuid","Aalsmeerwegbuurt Oost",2016,28,5,80,11,7,8,29,33,11
"K Zuid","Aalsmeerwegbuurt Oost",2017,28,5,80,11,7,8,29,33,11
"K Zuid","Aalsmeerwegbuurt Oost",2018,22,2,76,8,5,6,26,29,9
"K Zuid","Aalsmeerwegbuurt Oost",2019,28,5,80,11,7,8,29,33,11
"K Zuid","Aalsmeerwegbuurt Oost",2020,27,5,80,11,7,8,29,33,11
"K Zuid","Aalsmeerwegbuurt West",2015,29,4,83,10,7,8,30,33,11
"K Zuid","Aalsmeerwegbuurt West",2016,27,3,82,9,6,7,29,31,10
"K Zuid","Aalsmeerwegbuurt West",2017,21,0,78,6,4,5,26,27,8
"K Zuid","Aalsmeerwegbuurt West",2018,30,5,84,11,7,8,31,33,11
"K Zuid","Aalsmeerwegbuurt West",2019,30,4,84,11,7,8,30,33,11
"K Zuid","Aalsmeerwegbuurt West",2020,25,2,81,8,5,6,28,29,9
"K Zuid","Amstelpark",2015,5,2,85,11,6,9,25,42,13
"K Zuid","Amstelpark",2016,0,0,82,8,5,7,23,39,11
"K Zuid","Amstelpark",2017,0,0,80,6,4,6,22,37,10
"K Zuid","Amstelpark",2018,4,2,84,10,6,8,25,42,12
"K Zuid","Amstelpark",2019,1,1,83,9,5,7,24,40,11
"K Zuid","Amstelpark",2020,3,1,84,10,6,8,24,41,12
"K Zuid","Amsterdamse Bos",2015,2,0,81,8,4,7,21,44,9
"K Zuid","Amsterdamse Bos",2016,3,0,82,9,4,7,21,45,9
"K Zuid","Amsterdamse Bos",2017,9,3,86,12,6,9,24,49,11
"K Zuid","Amsterdamse Bos",2018,0,0,80,7,3,6,19,43,8
"K Zuid","Amsterdamse Bos",2019,6,1,84,11,5,8,22,47,10
"K Zuid","Amsterdamse Bos",2020,0,0,80,7,3,6,19,42,8
"K Zuid","Banpleinbuurt",2015,22,4,82,13,5,8,19,36,8
"K Zuid","Banpleinbuurt",2016,19,3,80,12,4,7,18,34,7
"K Zuid","Banpleinbuurt",2017,21,4,81,13,5,8,19,35,8
"K Zuid","Banpleinbuurt",2018,21,4,81,13,4,7,19,35,8
"K Zuid","Banpleinbuurt",2019,15,1,78,10,3,6,16,31,6
"K Zuid","Banpleinbuurt",2020,17,2,79,11,4,6,17,33,6
"K Zuid","Bedrijventerrein Schinkel",2015,3,2,76,12,10,11,35,35,21
"K Zuid","Bedrijventerrein Schinkel",2016,3,2,76,12,10,11,35,35,21
"K Zuid","Bedrijventerrein Schinkel",2017,3,2,76,12,10,11,35,35,21
"K Zuid","Bedrijventerrein Schinkel",2018,0,0,74,10,9,10,33,32,20
"K Zuid","Bedrijventerrein Schinkel",2019,4,3,77,13,10,11,36,36,22
"K Zuid","Bedrijventerrein Schinkel",2020,6,3,78,14,11,12,36,37,22
"K Zuid","Beethovenbuurt",2015,32,1,80,11,4,6,19,30,7
"K Zuid","Beethovenbuurt",2016,34,2,81,12,4,6,20,31,8
"K Zuid","Beethovenbuurt",2017,34,2,81,12,4,6,20,31,8
"K Zuid","Beethovenbuurt",2018,39,4,84,15,5,8,22,34,10
"K Zuid","Beethovenbuurt",2019,38,4,83,14,5,7,22,34,9
"K Zuid","Beethovenbuurt",2020,33,2,81,12,4,6,20,31,8
"K Zuid","Bertelmanpleinbuurt",2015,11,6,71,20,11,13,30,42,15
"K Zuid","Bertelmanpleinbuurt",2016,8,5,69,19,10,12,29,40,14
"K Zuid","Bertelmanpleinbuurt",2017,7,5,69,19,10,12,29,40,14
"K Zuid","Bertelmanpleinbuurt",2018,8,5,69,19,10,12,29,40,14
"K Zuid","Bertelmanpleinbuurt",2019,8,5,69,19,10,12,29,40,14
"K Zuid","Bertelmanpleinbuurt",2020,6,4,68,18,10,11,28,39,13
"K Zuid","Buitenveldert Midden Zuid",2015,38,14,80,12,6,8,25,36,11
"K Zuid","Buitenveldert Midden Zuid",2016,38,14,80,12,6,8,25,36,11
"K Zuid","Buitenveldert Midden Zuid",2017,39,15,81,13,6,8,26,37,11
"K Zuid","Buitenveldert Midden Zuid",2018,38,14,80,12,6,8,25,36,11
"K Zuid","Buitenveldert Midden Zuid",2019,35,13,78,10,5,7,24,34,10
"K Zuid","Buitenveldert Midden Zuid",2020,38,14,80,12,6,8,25,36,11
"K Zuid","Buitenveldert Oost Midden",2015,21,3,68,19,6,11,21,40,13
"K Zuid","Buitenveldert Oost Midden",2016,24,5,70,21,7,12,22,42,14
"K Zuid","Buitenveldert Oost Midden",2017,26,6,71,22,8,13,23,44,15
"K Zuid","Buitenveldert Oost Midden",2018,23,4,69,20,7,12,22,41,14
"K Zuid","Buitenveldert Oost Midden",2019,28,7,72,23,8,13,24,45,15
"K Zuid","Buitenveldert Oost Midden",2020,23,4,69,20,7,12,22,41,14
"K Zuid","Buitenveldert West Midden",2015,12,5,76,15,5,9,17,39,10
"K Zuid","Buitenveldert West Midden",2016,13,5,76,15,5,9,17,40,10
"K Zuid","Buitenveldert West Midden",2017,10,4,74,13,4,8,16,38,9
"K Zuid","Buitenveldert West Midden",2018,9,3,74,13,4,8,15,37,9
"K Zuid","Buitenveldert West Midden",2019,7,2,73,12,3,7,14,36,8
"K Zuid","Buitenveldert West Midden",2020,11,4,75,14,5,9,16,39,9
"K Zuid","Buitenveldert Zuidoost",2015,34,7,78,19,8,11,24,40,15
"K Zuid","Buitenveldert Zuidoost",2016,29,5,75,17,7,10,22,37,13
"K Zuid","Buitenveldert Zuidoost",2017,29,5,75,17,7,10,22,37,13
"K Zuid","Buitenveldert Zuidoost",2018,32,6,77,18,8,11,23,39,14
"K Zuid","Buitenveldert Zuidoost",2019,25,3,73,15,6,9,20,34,12
"K Zuid","Buitenveldert Zuidoost",2020,30,5,75,17,7,10,22,37,13
"K Zuid","Buitenveldert Zuidwest",2015,56,16,75,21,7,12,22,44,13
"K Zuid","Buitenveldert Zuidwest",2016,52,14,73,19,6,11,20,42,12
"K Zuid","Buitenveldert Zuidwest",2017,48,12,71,17,5,10,18,39,11
"K Zuid","Buitenveldert Zuidwest",2018,52,14,73,19,6,11,20,42,12
"K Zuid","Buitenveldert Zuidwest",2019,50,13,72,18,5,10,19,40,11
"K Zuid","Buitenveldert Zuidwest",2020,49,12,71,17,5,10,18,40,11
"K Zuid","Burgemeester Tellegenbuurt Oost",2015,16,5,68,16,9,11,28,35,11
"K Zuid","Burgemeester Tellegenbuurt Oost",2016,20,7,71,18,10,12,30,38,13
"K Zuid","Burgemeester Tellegenbuurt Oost",2017,19,6,70,17,10,12,29,37,13
"K Zuid","Burgemeester Tellegenbuurt Oost",2018,22,8,72,19,10,12,31,39,14
"K Zuid","Burgemeester Tellegenbuurt Oost",2019,19,6,70,17,10,12,30,37,13
"K Zuid","Burgemeester Tellegenbuurt Oost",2020,21,8,72,19,10,12,31,39,13
"K Zuid","Burgemeester Tellegenbuurt West",2015,6,7,68,20,10,13,30,40,14
"K Zuid","Burgemeester Tellegenbuurt West",2016,6,7,68,20,10,13,30,40,14
"K Zuid","Burgemeester Tellegenbuurt West",2017,8,8,69,21,10,13,31,41,15
"K Zuid","Burgemeester Tellegenbuurt West",2018,3,6,66,19,9,12,29,38,13
"K Zuid","Burgemeester Tellegenbuurt West",2019,11,9,71,23,11,15,32,44,16
"K Zuid","Burgemeester Tellegenbuurt West",2020,6,7,68,20,10,13,30,40,14
"K Zuid","Concertgebouwbuurt",2015,36,4,86,9,5,6,24,33,9
"K Zuid","Concertgebouwbuurt",2016,33,3,84,8,4,5,23,31,8
"K Zuid","Concertgebouwbuurt",2017,29,1,81,6,3,4,21,28,6
"K Zuid","Concertgebouwbuurt",2018,32,2,83,7,4,5,22,30,8
"K Zuid","Concertgebouwbuurt",2019,26,0,80,4,2,3,20,26,6
"K Zuid","Concertgebouwbuurt",2020,33,3,84,8,4,5,23,31,8
"K Zuid","Cornelis Schuytbuurt",2015,49,7,82,5,3,3,21,28,5
"K Zuid","Cornelis Schuytbuurt",2016,54,9,85,8,4,5,23,31,7
"K Zuid","Cornelis Schuytbuurt",2017,57,10,87,10,5,6,24,33,8
"K Zuid","Cornelis Schuytbuurt",2018,55,9,85,8,4,5,23,31,7
"K Zuid","Cornelis Schuytbuurt",2019,54,9,85,8,4,5,23,31,7
"K Zuid","Cornelis Schuytbuurt",2020,53,9,84,8,4,5,23,30,7
"K Zuid","Cornelis Troostbuurt",2015,40,14,82,13,8,9,31,34,13
"K Zuid","Cornelis Troostbuurt",2016,36,12,79,11,7,8,29,31,11
"K Zuid","Cornelis Troostbuurt",2017,40,14,81,13,8,9,31,33,12
"K Zuid","Cornelis Troostbuurt",2018,31,9,76,8,6,6,27,27,9
"K Zuid","Cornelis Troostbuurt",2019,35,12,79,11,7,8,29,31,11
"K Zuid","Cornelis Troostbuurt",2020,38,13,80,12,7,8,30,32,12
"K Zuid","De Klenckebuurt",2015,0,0,67,25,7,13,16,40,10
"K Zuid","De Klenckebuurt",2016,2,1,68,26,7,14,17,41,11
"K Zuid","De Klenckebuurt",2017,2,1,68,26,7,14,17,41,11
"K Zuid","De Klenckebuurt",2018,0,0,66,24,6,13,16,39,10
"K Zuid","De Klenckebuurt",2019,4,2,69,27,8,15,18,42,12
"K Zuid","De Klenckebuurt",2020,0,0,67,25,6,13,16,40,10
"K Zuid","Diamantbuurt",2015,16,8,70,20,11,13,30,41,14
"K Zuid","Diamantbuurt",2016,15,8,69,20,11,13,30,40,14
"K Zuid","Diamantbuurt",2017,16,8,69,20,11,13,30,41,14
"K Zuid","Diamantbuurt",2018,13,7,68,19,10,12,29,39,13
"K Zuid","Diamantbuurt",2019,16,8,70,21,11,13,30,41,14
"K Zuid","Diamantbuurt",2020,13,7,68,19,10,12,29,39,13
"K Zuid","Diepenbrockbuurt",2015,27,1,85,8,3,5,17,30,6
"K Zuid","Diepenbrockbuurt",2016,28,1,85,8,3,5,17,30,6
"K Zuid","Diepenbrockbuurt",2017,32,3,88,10,4,6,19,33,7
"K Zuid","Diepenbrockbuurt",2018,30,2,86,9,3,6,18,31,7
"K Zuid","Diepenbrockbuurt",2019,23,0,82,5,2,3,15,26,4
"K Zuid","Diepenbrockbuurt",2020,29,1,86,8,3,5,17,31,6
"K Zuid","Duivelseiland",2015,48,5,87,10,7,8,31,31,12
"K Zuid","Duivelseiland",2016,43,3,84,7,6,6,29,28,10
"K Zuid","Duivelseiland",2017,41,2,83,6,6,5,28,27,9
"K Zuid","Duivelseiland",2018,40,2,82,5,5,5,28,26,9
"K Zuid","Duivelseiland",2019,42,2,83,6,6,6,28,27,9
"K Zuid","Duivelseiland",2020,44,3,84,7,6,6,29,28,10
"K Zuid","Frans Halsbuurt",2015,19,3,78,7,6,6,29,27,9
"K Zuid","Frans Halsbuurt",2016,24,5,81,9,7,7,31,30,11
"K Zuid","Frans Halsbuurt",2017,21,4,79,7,6,6,30,28,10
"K Zuid","Frans Halsbuurt",2018,21,3,79,7,6,6,30,28,10
"K Zuid","Frans Halsbuurt",2019,23,4,80,8,7,7,31,29,11
"K Zuid","Frans Halsbuurt",2020,21,4,79,8,6,6,30,28,10
"K Zuid","Gelderlandpleinbuurt",2015,27,13,75,16,6,10,23,37,12
"K Zuid","Gelderlandpleinbuurt",2016,27,13,75,16,6,10,23,37,12
"K Zuid","Gelderlandpleinbuurt",2017,23,11,73,14,5,9,21,35,11
"K Zuid","Gelderlandpleinbuurt",2018,28,14,76,17,6,10,24,38,12
"K Zuid","Gelderlandpleinbuurt",2019,32,15,78,19,7,12,25,41,14
"K Zuid","Gelderlandpleinbuurt",2020,24,12,73,15,5,9,22,35,11
"K Zuid","Gerard Doubuurt",2015,14,4,76,9,7,8,30,30,12
"K Zuid","Gerard Doubuurt",2016,17,6,78,11,8,9,31,32,13
"K Zuid","Gerard Doubuurt",2017,14,5,76,9,7,8,30,30,12
"K Zuid","Gerard Doubuurt",2018,15,5,77,10,7,8,30,30,12
"K Zuid","Gerard Doubuurt",2019,20,7,80,13,9,10,32,34,14
"K Zuid","Gerard Doubuurt",2020,13,4,75,9,7,8,29,29,11
"K Zuid","Harmoniehofbuurt",2015,19,4,75,15,5,8,23,39,9
"K Zuid","Harmoniehofbuurt",2016,18,3,74,14,5,8,22,38,9
"K Zuid","Harmoniehofbuurt",2017,16,2,73,13,4,7,21,36,8
"K Zuid","Harmoniehofbuurt",2018,21,4,76,16,6,9,23,40,10
"K Zuid","Harmoniehofbuurt",2019,23,5,77,17,6,10,24,41,11
"K Zuid","Harmoniehofbuurt",2020,18,3,74,14,5,8,22,38,9
"K Zuid","Hemonybuurt",2015,30,11,87,12,8,9,33,34,12
"K Zuid","Hemonybuurt",2016,23,8,83,8,6,7,30,29,10
"K Zuid","Hemonybuurt",2017,24,9,84,9,6,7,31,30,10
"K Zuid","Hemonybuurt",2018,18,6,80,5,5,5,28,25,8
"K Zuid","Hemonybuurt",2019,26,9,85,9,7,8,31,31,11
"K Zuid","Hemonybuurt",2020,25,9,84,9,7,8,31,30,11
"K Zuid","Hercules Seghersbuurt",2015,6,1,75,9,7,8,30,28,11
"K Zuid","Hercules Seghersbuurt",2016,11,3,78,11,8,9,32,31,13
"K Zuid","Hercules Seghersbuurt",2017,8,2,76,9,7,8,31,29,12
"K Zuid","Hercules Seghersbuurt",2018,10,2,77,10,8,9,31,30,13
"K Zuid","Hercules Seghersbuurt",2019,9,2,77,10,8,8,31,30,12
"K Zuid","Hercules Seghersbuurt",2020,14,5,80,13,9,10,34,33,14
"K Zuid","Hiltonbuurt",2015,3,0,85,7,3,4,22,34,5
"K Zuid","Hiltonbuurt",2016,3,0,85,7,3,4,22,34,5
"K Zuid","Hiltonbuurt",2017,2,0,84,7,3,4,22,33,5
"K Zuid","Hiltonbuurt",2018,0,0,83,6,2,3,21,32,4
"K Zuid","Hiltonbuurt",2019,6,1,87,9,4,5,23,36,6
"K Zuid","Hiltonbuurt",2020,6,1,87,8,4,5,23,36,6
"K Zuid","Hondecoeterbuurt",2015,29,10,81,9,5,6,24,32,9
"K Zuid","Hondecoeterbuurt",2016,29,10,81,9,5,6,24,32,9
"K Zuid","Hondecoeterbuurt",2017,29,10,81,9,5,6,24,32,9
"K Zuid","Hondecoeterbuurt",2018,27,9,80,8,5,5,23,31,8
"K Zuid","Hondecoeterbuurt",2019,32,12,83,11,6,7,26,34,10
"K Zuid","Hondecoeterbuurt",2020,35,13,85,12,7,8,27,36,11
"K Zuid","IJsbaanpad e.o.",2015,24,9,86,12,5,8,20,43,10
"K Zuid","IJsbaanpad e.o.",2016,19,7,83,9,4,6,18,40,8
